SKU,Name,Name,Brand,RegularPrice,SalePrice,Size,Categories,Images,Gallery,Description,Link
2196996,Classic - Skin,Classic - Skin,CLEAN RESERVE,"393000,000",,1oz/30mL,Nữ,https://www.sephora.com/productimages/sku/s2196996-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2196996-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p294713-av-2-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p294713-av-2-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p294713-av-01-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p294713-av-01-zoom.jpg?imwidth=96 2x,<b>Nhóm hương:</b> Ấm áp &amp; Cay nồng<br><br><b>Loại mùi hương:</b> Ấm áp &amp; Ngọt ngào Gourmands<br><br><b>Ghi chú chính:</b> Xạ hương tươi Dầu Copabia Praline muối<br><br><b>Mô tả mùi hương:</b> Hương vani kem và cánh hoa tạo nên mùi hương hấp dẫn của làn da trần dễ chạm vào. Xạ hương trắng tạo thêm kết cấu ấm cúng cho hương đầu tươi mát của hoa sen và dưa gang để tạo cảm giác đơn giản sạch sẽ cho làn da. Mẹo chuyên nghiệp: kết hợp với bất kỳ mùi hương CLEAN CLASSIC nào để ngay lập tức thêm ấm áp cho bất kỳ loại nước hoa nào. <br><br><b>Về chai:</b> CLEAN quan tâm đến sức khỏe của hành tinh. Làm việc với các nhà cung cấp sử dụng quy trình sản xuất xanh và giảm thiểu lượng chất thải do bao bì tạo ra là vô cùng quan trọng. Cellophane có nguồn gốc từ ngô có thể phân hủy sinh học và ủ thành phân hữu cơ.<br><br><b>Về mùi hương:</b> Làn da được truyền cảm hứng từ sự thoải mái của một cái ôm ấm áp. CLEAN CLASSIC là bộ sưu tập các loại nước hoa đơn giản đáng tin cậy và có ý thức. Bình thường và nhẹ nhàng những loại nước hoa tuyến tính này cho phép mùi hương giữ nguyên trong suốt cả ngày và hoàn toàn phù hợp để sử dụng nhiều lớp.<br><br><br><br><br>CLEAN tại Sephora là cam kết của chúng tôi trong việc cung cấp các công thức vượt ra ngoài các tiêu chuẩn quy định để tránh các thành phần gây tranh cãi mà không ảnh hưởng đến hiệu quả.,https://www.sephora.com/product/skin-P294713?skuId=2196996&amp;icid2=products grid:p294713:product
2197143,Classic - Warm Cotton,Classic - Warm Cotton,CLEAN RESERVE,"661000,000",,2 oz / 60 mL,Nữ,https://www.sephora.com/productimages/sku/s2197143-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2197143-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p179007-av-2-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p179007-av-2-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p179007-av-3-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p179007-av-3-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p179007-av-01-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p179007-av-01-zoom.jpg?imwidth=96 2x,<b>Nhóm hương:</b> Tươi mát<br><br><b>Loại mùi hương:</b> Hoa tươi mát<br><br><b>Hương chính:</b> Cam Bergamot Hoa mẫu đơn Hổ phách<br><br><b>Mô tả mùi hương:</b> Lấy cảm hứng từ mùi hương dễ chịu của những chiếc áo phông mới giặt thẳng từ máy sấy loại nước hoa này là tinh hoa của sự giản dị và thoải mái kết hợp giữa hương cam quýt tươi mát với hổ phách và xạ hương ấm áp. Hương giữa tươi sáng của hoa mang lại cảm giác sạch sẽ.<br><br><b>Về chai:</b> CLEAN quan tâm đến sức khỏe của hành tinh. Làm việc với các nhà cung cấp sử dụng quy trình sản xuất xanh và giảm thiểu lượng chất thải do bao bì tạo ra là vô cùng quan trọng. Cellophane có nguồn gốc từ ngô có thể phân hủy sinh học và ủ thành phân hữu cơ.<br><br><b>Về mùi hương:</b> Warm Cotton lấy cảm hứng từ mùi hương dễ chịu của những chiếc áo phông mới giặt. CLEAN CLASSIC là bộ sưu tập nước hoa đơn giản đáng tin cậy và có ý thức. Nhẹ nhàng và thoải mái những loại nước hoa tuyến tính này giúp mùi hương lưu lại nguyên vẹn suốt cả ngày và hoàn toàn phù hợp để sử dụng nhiều lớp.<br><br><br><br><br>CLEAN tại Sephora là cam kết của chúng tôi trong việc cung cấp các công thức vượt qua các tiêu chuẩn quy định để tránh các thành phần gây tranh cãi mà không ảnh hưởng đến hiệu quả.,https://www.sephora.com/product/warm-cotton-P179007?skuId=2197143&amp;icid2=products grid:p179007:product
2202380,Wood Sage & Sea Salt/ Peony & Blush Suede Mini Set,Wood Sage & Sea Salt/ Peony & Blush Suede Mini Set,Jo Malone London,"638000,000",,2 x 0.3oz/9mL,Nữ,https://www.sephora.com/productimages/sku/s2202380-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2202380-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p445101-av-05-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p445101-av-05-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p445101-av-01-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p445101-av-01-zoom.jpg?imwidth=96 2x,<b>Sản phẩm này là gì:</b><br>Một bộ gồm hai chai xịt du lịch Wood Sage &amp; Sea Salt và Peony &amp; Blush Suede.<br><br><b>Mô tả hương thơm:</b> Du lịch theo phong cách và khám phá những mùi hương yêu thích mới từ Jo Malone London với bộ đôi này có thể dùng riêng lẻ hoặc kết hợp để tạo nên hương thơm độc đáo.<br><br>Trốn tránh cuộc sống thường ngày dọc theo bờ biển lộng gió nơi những con sóng trắng xóa và không khí trong lành với muối biển và hơi nước. Tràn đầy hương khoáng chất của những vách đá gồ ghề hòa quyện với hương đất gỗ của cây xô thơm hương thơm này sống động mạnh mẽ và hoàn toàn vui tươi.<br><br>Tinh túy của sự quyến rũ mùi hương này nắm bắt được những bông mẫu đơn mỏng manh tinh tế đang nở rộ đầy gợi cảm. Mùi hương quyến rũ ngọt ngào của táo đỏ và sự xa hoa của hoa nhài hoa hồng và hoa cẩm chướng hòa quyện với sự gợi cảm của da lộn mềm mại ửng hồng tạo nên một dấu ấn xa hoa và quyến rũ.<br><br><b>Bộ sản phẩm này bao gồm:</b><br>- 2 chai xịt 03 oz/9 mL hương Wood Sage &amp; Sea Salt Peony &amp; Blush Suede<br><br> Từ nước hoa và nến đến sản phẩm chăm sóc cơ thể và tắm mỗi sản phẩm của Jo Malone London đều được đựng trong hộp quà tặng và ruy băng đặc trưng của hãng.,https://www.sephora.com/product/fragrance-combining-travel-duo-P445101?skuId=2202380&amp;icid2=products grid:p445101:product
2236214,JAMES Eau de Parfum,JAMES Eau de Parfum,By Rosie Jane,"1020000,000",,1.7 oz/ 50 mL Eau De Parfum Spray,Nữ,https://www.sephora.com/productimages/sku/s2236214-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2236214-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2236214-av-01-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2236214-av-01-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2236214-av-02-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2236214-av-02-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2236214-av-03-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2236214-av-03-zoom.jpg?imwidth=96 2x,"<b>Nhóm hương:</b> Hương đất &amp; Hương gỗ<br><br><b>Loại mùi hương:</b> Hương gỗ ấm áp<br><br><b>Hương chính:</b> Quả sung Hổ phách Hoa dành dành <br><br><b>Mô tả mùi hương:</b> Hương thơm này được lấy cảm hứng từ những ngày cuối hè hoàng hôn sớm và những đêm mát mẻ. Sự kết hợp giữa hổ phách và quả sung tạo nên sự hài hòa hoàn hảo—ấm áp hương đất nhẹ nhàng và dễ ngửi. Hương thơm này cũng chứa hương hoa dành dành và mang lại cảm giác như đang đứng trên hiên nhà trong cơn mưa rào ấm cúng và dễ ngửi.<br><br><b>Về hương thơm:</b> ""Tôi đã tạo cho James cảm giác ấm cúng và ấm áp nhưng vẫn nhẹ nhàng và dễ ngửi mỗi ngày. Tôi thích hương gỗ nhưng đôi khi chúng có thể quá nồng. James là mùi hương hoàn hảo ở giữa. Hương đất vững chắc và nhẹ nhàng.""—Rosie Jane <br><br><p><strong>Sạch sẽ &amp; Planet Aware</strong><br>Việc tuyển chọn đầy tham vọng của chúng tôi về sản phẩm làm đẹp không chứa thành phần gây tranh cãi từ các thương hiệu tận tâm thực hiện các cam kết có ý nghĩa về môi trường bao gồm thành phần và nguồn cung ứng bền vững bao bì cam kết của công ty và tính minh bạch đối với người tiêu dùng.</p>",https://www.sephora.com/product/james-P431443?skuId=2236214&amp;icid2=products grid:p431443:product
2236222,Rosie Eau de Parfum,Rosie Eau de Parfum,By Rosie Jane,"1020000,000",,1.7 oz/ 50 mL,Nữ,https://www.sephora.com/productimages/sku/s2236222-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2236222-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p431444-av-1-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p431444-av-1-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2236222-av-01-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2236222-av-01-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2236222-av-02-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2236222-av-02-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2236222-av-03-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2236222-av-03-zoom.jpg?imwidth=96 2x,"<p><strong>Nhóm hương:</strong> Ấm áp &amp; Cay nồng</p><p><br></p><p><strong>Loại hương:&nbsp;</strong> Ấm áp &amp; Sheer</p><p><br></p><p><strong>Ghi chú chính:</strong> Hoa hồng <span style="" color: var(--attrpanel-color-text #1a2028); font-size: var(--font-size-sm 12px); background-color: var(--palette-white #ffffff);"">Nude Musk Vanilla</span></p><p><br></p><p><strong>Mô tả hương thơm:</strong> <span style=""color: var(--attrpanel-color-text #1a2028); font-size: var(--font-size-sm 12px); background-color: var(--palette-white #ffffff);"">ROSIE toàn bộ là xạ hương trắng. Đó là nốt hương đầu giữa và cuối nhưng chúng tôi chỉ thêm một chút tinh dầu HOA HỒNG nguyên chất để làm nền và mở ra các giác quan. Hương thơm này sẽ tự định hình theo bạn - khiến nó trở nên độc đáo CHỈ dành cho bạn. Rosie để lại làn da có mùi hương sạch sẽ và thư giãn.</span></p><p><br></p><p><strong>Về hương thơm:</strong> <span style="" color: var(--attrpanel-color-text #1a2028); font-size: var(--font-size-sm 12px); background-color: var(--palette-white #ffffff);"">Lấy cảm hứng từ làn da trần với hương xạ hương nude và hoa hồng ngọt ngào.</span></p><p>CẢM GIÁC NHƯ: Ngủ trong bộ đồ sinh nhật của bạn. Nude + trong suốt</p><p><br></p><p><strong>Sạch & Nhận thức về Hành tinh</strong><br>Quy trình tuyển chọn đầy tham vọng của chúng tôi về sản phẩm làm đẹp được tạo ra mà không có thành phần gây tranh cãi từ các thương hiệu tận tâm thực hiện các cam kết có ý nghĩa về môi trường bao gồm các thành phần và nguồn cung ứng bền vững bao bì cam kết của công ty và tính minh bạch của người tiêu dùng.</p>",https://www.sephora.com/product/rosie-P431444?skuId=2236222&amp;icid2=products grid:p431444:product
2236255,Leila Lou Perfume,Leila Lou Perfume,By Rosie Jane,"1020000,000",,1.7 / 50,Nữ,https://www.sephora.com/productimages/sku/s2236255-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2236255-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2236255-av-01-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2236255-av-01-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2236255-av-02-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2236255-av-02-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2236255-av-03-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2236255-av-03-zoom.jpg?imwidth=96 2x,<p><strong>Nhóm hương:</strong> Hương hoa</p><p><br></p><p><strong>Loại mùi hương:</strong> Hương hoa trái cây</p><p><br></p><p><strong>Ghi chú chính:</strong> Hương lê hoa nhài cỏ mới cắt</p><p><br></p><p><strong>Mô tả mùi hương:</strong> Một mùi hương kinh điển để viết lại những mùi hương kinh điển. LEILA LOU có hương trái cây hoa và trầm lắng cùng một lúc. Không có một nốt hương nào chiếm hết sự chú ý. Hương lê thoang thoảng và tươi sáng nhưng được làm phức tạp thêm bởi hương hoa nhài nhẹ nhàng và sức mạnh từ cỏ mới cắt. LEILA LOU khô nhẹ nhàng & nữ tính. Độc đáo nhưng quen thuộc... hương chủ đạo hàng ngày tuyệt đỉnh. Leila Lou là loại nước hoa đầu tiên tôi từng pha chế. Danh thiếp của tôi mãi mãi của tôi...</p><p><br></p><p><strong>Về mùi hương:</strong> Leila Lou là loại nước hoa đầu tiên được tạo ra trong bộ sưu tập By/Rosie Jane. Nó được đặt theo tên con gái lớn của Rosie là Leila Lou. Lấy cảm hứng từ mùa xuân với hương lê hoa nhài và cỏ mới cắt. CẢM GIÁC NHƯ: Một chiếc quần jeans xanh hoàn hảo. Thường ngày gợi cảm và là trang phục thiết yếu hàng ngày.</p><p><br></p><p><strong>Sạch &amp; Nhận thức về hành tinh</strong><br>Bộ sưu tập làm đẹp đầy tham vọng của chúng tôi được tạo ra mà không có thành phần gây tranh cãi từ các thương hiệu tận tâm thực hiện các cam kết có ý nghĩa về môi trường bao gồm các thành phần và nguồn cung ứng bền vững bao bì cam kết của công ty và tính minh bạch của người tiêu dùng.</p>,https://www.sephora.com/product/leila-lou-P431441?skuId=2236255&amp;icid2=products grid:p431441:product
2238145,GABRIELLE CHANEL ESSENCE Eau de Parfum,GABRIELLE CHANEL ESSENCE Eau de Parfum,CHANEL,"2193000,000",,3.4 oz/ 100 mL,Nữ,https://www.sephora.com/productimages/sku/s2238145-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2238145-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p449555-av-1-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p449555-av-1-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2238145-av-01-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2238145-av-01-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2238145-av-02-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2238145-av-02-zoom.jpg?imwidth=96 2x,<b>Nhóm hương:</b> Hoa<br><br><b>Loại mùi hương:</b> Hoa cổ điển<br><br><b>Ghi chú chính:</b> Hoa nhài Hoa ngọc lan tây Hoa cam Hoa huệ Gasse<br><br><b>Mô tả mùi hương:</b> Lấy cảm hứng từ người phụ nữ tự do và đam mê đã trở thành Coco Chanel GABRIELLE CHANEL ESSENCE là một phiên bản quyến rũ hơn nữ tính mãnh liệt hơn của hương hoa rực rỡ. Chai thủy tinh vuông nổi bật được thiết kế lại với điểm nhấn màu vàng đậm hơn trên nắp và nhãn.<br><br>THÀNH PHẦN:<br> Được sáng tạo bởi Nhà sáng tạo nước hoa nội bộ Olivier Polge mùi hương sâu lắng và bao trùm này gợi lên bản chất thực sự của Gabrielle Chanel. Hương thơm là một loài hoa tưởng tượng kết hợp với Hoa nhài Hoa ngọc lan tây Hoa cam và loài hoa quyến rũ nhất trong tất cả Hoa huệ Grasse. Năng lượng mặt trời và quyến rũ mùi hương của một người phụ nữ rạng rỡ. <br><br>CÁCH SỬ DỤNG:<br> Xịt GABRIELLE CHANEL ESSENCE một cách cẩn thận và nhiều.,https://www.sephora.com/product/gabrielle-chanel-essence-eau-de-parfum-P449555?skuId=2238145&amp;icid2=products grid:p449555:product
2249621,Idôle Eau de Parfum,Idôle Eau de Parfum,Lancôme,"1505000,000",,1.7 oz/ 50 mL,Nữ,https://www.sephora.com/productimages/sku/s2249621-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2249621-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p448111-av-05-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p448111-av-05-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p448111-av-15-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p448111-av-15-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p448111-av-25-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p448111-av-25-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p448111-av-01-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p448111-av-01-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p448111-av-10-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p448111-av-10-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2249621-av-06-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2249621-av-06-zoom.jpg?imwidth=96 2x,"<b>Nhóm hương:</b> Hoa<br><br><b>Loại mùi hương:</b> Hoa cổ điển<br><br><b>Ghi chú chính:</b> Tinh dầu hoa nhài Spotless Tinh chất hoa hồng Radical Hương Chypre tinh khiết<br><br><b>Mô tả hương thơm:</b> Tinh tế nhưng không hề hiện đại loại nước hoa dành cho phụ nữ tươi mát và có hương hoa này bùng nổ với hương cam quýt hoa hồng hoa nhài và xạ hương trắng và được phủ lên lớp hương nền vani. Các thành phần có nguồn gốc đạo đức và bền vững là cốt lõi của nước hoa Idôle.<br><br><b>Về chai:</b> Là biểu tượng của thời đại mới Idôle là chai nước hoa mỏng nhất thế giới. Loại nước hoa sang trọng này được gói gọn trong một hình bóng ngang năng động nằm phẳng trên bàn trang điểm của bạn để tạo nên nét thanh lịch hiện đại. Được nâng niu bởi cấu trúc màu vàng hồng và được đặt ở giữa bằng một quả cầu vàng chai nước hoa mang tính biểu tượng này thể hiện sự quyết tâm của phụ nữ.<br><br><b>Về hương thơm:</b> Idôle là loại nước hoa dành cho phụ nữ do phụ nữ tạo ra và dành tặng cho những nhà lãnh đạo tương lai theo đuổi những chân trời mới và mở ra một con đường mới. <br><br>""Tôi luôn nói rằng thần tượng của tôi chính là bản thân tương lai của tôi.'' —Đại sứ của Idôle Zendaya.<br><br>Loại nước hoa này đã giành giải thưởng <i>Allure </i>Best of Beauty.",https://www.sephora.com/product/idole-P448111?skuId=2249621&amp;icid2=products grid:p448111:product
2251205,Soleil Neige Eau de Parfum Fragrance,Soleil Neige Eau de Parfum Fragrance,TOM FORD,"3825000,000",,1.7 oz/ 50 mL,Nữ,https://www.sephora.com/productimages/sku/s2251205-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2251205-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p450194-av-05-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p450194-av-05-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p450194-av-15-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p450194-av-15-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p450194-av-07-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p450194-av-07-zoom.jpg?imwidth=96 2x,"<b>Nhóm hương:</b> Tươi mát<br><br><b>Loại mùi hương:</b> Cam quýt & Trái cây tươi mát <br><br><b>Ghi chú chính:</b> Cam Bergamot Hoa nhài Chanh<br><br><b>Mô tả mùi hương:</b>Hương cam Bergamot tươi mát những bông hoa nhạt màu lộng lẫy và hơi ấm của xạ hương bám chặt vào da gợi lên một chuyến đi đến một nơi nghỉ dưỡng trên núi cao nơi những cuộc phiêu lưu mùa đông diễn ra dưới bầu trời óng ánh. Loại nước hoa này mô phỏng ánh sáng lấp lánh thanh bình của mặt trời trên tuyết và sự phản chiếu mát mẻ của mặt trời mùa đông sáng bừng với ánh sáng băng giá.<br><br><b>Về chai:</b> Soleil Neige được đựng trong chai màu ngà. Với nhãn bạc và tấm kim loại chai 50 mL và 100 mL có vẻ ngoài bóng bẩy kiến trúc mang đến vẻ đẹp hoành tráng cho bất kỳ bàn trang điểm nào trong khi hộp đựng màu bạc hoàn thiện thiết kế.<br><br><b>Về hương thơm:</b> ""Soleil Neige là mặt tươi sáng của Soleil một biểu hiện cực đoan cho hương hoa mặt trời của Soleil Blanc. Rạng rỡ với ánh sáng mùa đông mùi hương bắt chước sự lấp lánh của mặt trời trên tuyết.""—Tom Ford <br><br>",https://www.sephora.com/product/soleil-neige-eau-de-parfum-P450194?skuId=2251205&amp;icid2=products grid:p450194:product
2288025,Not A Perfume Superdose,Not A Perfume Superdose,Juliette Has a Gun,"2104000,000",,3.3 oz Eau de Parfum Spray,Nữ,https://www.sephora.com/productimages/sku/s2288025-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2288025-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p458629-av-20-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p458629-av-20-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p458629-av-15-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p458629-av-15-zoom.jpg?imwidth=96 2x,"<b>Nhóm hương:</b> Hương đất & Hương gỗ<br><br><b>Loại mùi hương:</b> Hương gỗ cổ điển<br><br><b>Ghi chú chính:</b> Cetalox<br><br><b>Mô tả hương thơm:</b> Not A Perfume Superdose là một phiên bản nhẹ nhàng hương gỗ của ""Not A Perfume"" mang tính biểu tượng. Tương tự như sự đơn giản tươi mới sạch sẽ của Not a Perfume Superdose có độ lưu hương lâu dài đặc biệt và cường độ của một tinh chất thực sự. Điểm độc đáo của nó nằm ở khả năng kết nối với mùi hương tự nhiên của bạn.<br><br><b>Về chai:</b> Một chai thủy tinh hiện đại được sản xuất 100% tại Pháp được trang bị nắp làm bằng zamac một hỗn hợp kim loại đặc biệt đặc hơn chì. Mỗi loại nước hoa được cá nhân hóa với hương thơm mà nó giữ lại. Lớp phủ màu trắng sữa của Not a Perfume Superdose gợi nhớ đến sự mịn màng như pha lê của mùi hương trong khi các chi tiết màu đỏ tượng trưng cho cường độ đặc biệt của nó.<br><br><b>Về mùi hương:</b> ""Tôi sẽ mô tả nó như một loại nước hoa hiện đại tươi mát có hương gỗ. Một mùi hương pha lê xạ hương kết nối với làn da của bạn và tăng cường mùi hương tự nhiên của bạn. Nó có mùi giống bạn nhưng tuyệt hơn! Dấu hiệu khứu giác của bạn là sự độc đáo của bạn đó là phép thuật của bạn…. thành phần bí mật là người sử dụng nó BẠN.""—Romano Ricci",https://www.sephora.com/product/juliette-has-a-gun-not-perfume-superdose-P458629?skuId=2288025&amp;icid2=products grid:p458629:product
2316032,Mon Paris Intensement Eau de Parfum,Mon Paris IntenseNamt Eau de Parfum,Yves Saint Laurent,"1849000,000",,3.04 oz/ 90 mL,Nữ,https://www.sephora.com/productimages/sku/s2316032-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2316032-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p458229-av-21-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p458229-av-21-zoom.jpg?imwidth=96 2x,<b>Nhóm hương:</b> Hoa<br><br><b>Loại mùi hương:</b> Hoa trái cây<br><br><b>Ghi chú chính:</b> Nho đen Hoa hồng Xạ hương trắng<br><br><b>Mô tả hương thơm:</b> Mon Paris Intensément là phiên bản mới táo bạo của Eau de Parfum cổ điển. Hương giữa của loại nước hoa này là hoa hồng gợi cảm và thanh lịch kết hợp với nho đen đậm và xạ hương trắng tạo nên một hương thơm nồng nàn gợi lên câu chuyện tình yêu nồng nàn ở Paris.<br><br><b>Về chai:</b> Chai Mon Paris mới có một chiếc nơ cài áo thanh lịch được phủ một lớp vải voan màu đỏ tía đậm lấy cảm hứng từ những thiết kế mới nhất của Saint Laurent couture.,https://www.sephora.com/product/yves-saint-laurent-mon-paris-intenseNamt-eau-de-parfum-P458229?skuId=2316032&amp;icid2=products grid:p458229:product
2316099,Reserve - Radiant Nectar,Reserve - Radiant Nectar,CLEAN RESERVE,"982000,000",,3.4 oz/ 100 mL,Nữ,https://www.sephora.com/productimages/sku/s2316099-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2316099-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2316099-av-22-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2316099-av-22-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2316099-av-23-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2316099-av-23-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2316099-av-21-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2316099-av-21-zoom.jpg?imwidth=96 2x,<b>Nhóm hương:</b> Tươi mát<br><br><b>Loại mùi hương:</b> Cam quýt & Trái cây tươi mát<br><br><b>Ghi chú chính:</b> Hạt Ambrette Mật hoa lê Xạ hương lỏng<br><br><b>Mô tả mùi hương:</b>Loại nước hoa hấp dẫn này nắm bắt được tinh chất của mật hoa lê mọng nước được phủ lên ambrette một loại xạ hương tự nhiên tuyệt đẹp. Sự pha trộn giữa các nốt hương gỗ tinh tế và xạ hương mềm mại tạo nên sự ấm áp rạng rỡ như một ngày hè.<br><br><b>Về chai:</b> CLEAN RESERVE quan tâm đến sức khỏe của hành tinh. Làm việc với các nhà cung cấp sử dụng quy trình sản xuất xanh và giảm thiểu lượng chất thải do bao bì tạo ra là vô cùng quan trọng. Nắp chai được làm bằng gỗ bền vững từ Tây Ban Nha. Cellophane có nguồn gốc từ ngô có thể phân hủy sinh học và ủ thành phân hữu cơ.<br><br><br><br><br>CLEAN tại Sephora là cam kết của chúng tôi trong việc cung cấp các công thức vượt qua các tiêu chuẩn quy định để tránh các thành phần gây tranh cãi mà không ảnh hưởng đến hiệu quả.,https://www.sephora.com/product/clean-reserve-radiant-nectar-P456552?skuId=2316099&amp;icid2=products grid:p456552:product
