SKU,Name,Brand,RegularPrice,SalePrice,Size,Categories,Images,Gallery,Description,Link
1565902,Oud Wood Eau de Parfum Fragrance,TOM FORD,"$30,000 ",,1.7 oz/ 50 mL,N?,"https://www.sephora.com/productimages/sku/s1565902-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s1565902-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p393167-av-02-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p393167-av-02-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p393167-av-04-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p393167-av-04-zoom.jpg?imwidth=96 2x","<b>Nhóm h??ng:</b> H??ng ??t & h??ng g?<br><br><b>Lo?i mùi h??ng:</b> H??ng g? c? ?i?n<br><br><b>Ghi chú chính:</b> G? Oud quý hi?m, G? ?àn h??ng, H?t tiêu Trung Qu?c<br><br><b>Mô t? h??ng th?m:</b> M?t thành ph?n c?a các lo?i g? khói k? l? bao g?m g? oud quý hi?m, g? ?àn h??ng, g? h?ng s?c, gia v? ph??ng ?ông và h? phách g?i c?m—b?c l? s?c m?nh phong phú và h?p d?n c?a oud.<br><br><b>V? chai:</b> Oud Wood ???c ??ng trong chai Private Blend màu xám khói. Chai 50 mL và 100 mL có hình dáng ki?n trúc gi?ng nh? m?t quân c? vua, mang ??n v? ??p hoành tráng cho bàn trang ?i?m ho?c khu v?c ch?i chu?t, trong khi h?p ??ng màu ??ng thau hoàn thi?n thi?t k?.<br><br><b>V? h??ng th?m:</b> Nh?ng ngôi ??n ??y khói, h??ng tr?m và ni?m ?am mê v?i g? oud quý hi?m ?ã truy?n c?m h?ng cho s? k?t h?p tiên phong c?a TOM FORD v?i các lo?i g? và gia v? k? l?.<br><br>""G? Oud bao trùm b?n trong g? oud quý hi?m,&nbsp;gia v? k? l?, và sau ?ó b?ch ??u kh?u ?? l? s? pha tr?n phong phú và ?en t?i c?a s? g?i c?m.""—Tom Ford",https://www.sephora.com/product/oud-wood-P393167?skuId=1565902&amp;icid2=products grid:p393167:product
1585009,Indigo Eau de Parfum,NEST New York,"$9,200 ",,1.7 oz/ 50 mL,N?,"https://www.sephora.com/productimages/sku/s1585009-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s1585009-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p385317-av-01-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p385317-av-01-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p385317-av-05-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p385317-av-05-zoom.jpg?imwidth=96 2x","<b>Nhóm h??ng:</b> ?m áp & cay n?ng<br><br><b>Lo?i mùi h??ng:</b> Gia v? mát l?nh<br><br><b>H??ng chính:</b> Cam Bergamot, Gia v?<br><br><b>Mô t? mùi h??ng:</b> Lo?i n??c hoa eau de parfum k? l? này là m?t cu?c khám phá ??a Trung H?i v?i h??ng chanh Ý, cam Bergamot, trà Morocco, g? Kashmir và qu? sung d?i t? mi?n nam n??c Pháp.<br><br><b>V? chai:</b> L?y c?m h?ng t? các tác ph?m c?a ngh? s? ng??i Anh th? k? 18, bà Mary Delany, ng??i sáng l?p NEST New York, Laura Slatkin ?ã h?p tác v?i các chuyên gia n??c hoa b?c th?y ?? chuy?n th? nh?ng tác ph?m ngh? thu?t này thành nh?ng lo?i n??c hoa xa x? n?m b?t ???c b?n ch?t c?a t?ng lo?i th?c v?t tô ?i?m cho bao bì n?i b?t c?a s?n ph?m.<br><br><b>V? mùi h??ng:</b> Laura Slatkin l?y c?m h?ng t? m?t chuy?n ?i ??n Châu Âu, n?i bà ?ã ghé th?m các c?a hàng n??c hoa và hi?u thu?c ?áng chú ý. Khi ghé th?m m?t c?a hàng trà trên ph? Bond ? London, bà ?ã ng?i th?y mùi h??ng trà Ma-r?c. Mùi h??ng này ??c bi?t ??n n?i nhi?u n?m sau, nó ?ã tr? thành ngu?n c?m h?ng cho lo?i n??c hoa ??c bi?t này.",https://www.sephora.com/product/indigo-P385317?skuId=1585009&amp;icid2=products grid:p385317:product
1593144,REPLICA' Beach Walk Eau de Toilette with Coconut Milk & Musk,Maison Margiela,"$16,500 ",,3.4 oz/ 100 mL eau de toilette spray,N?,"https://www.sephora.com/productimages/sku/s1593144-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s1593144-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p385358-av-01-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p385358-av-01-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p385358-av-5-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p385358-av-5-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p385358-av-03-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p385358-av-03-zoom.jpg?imwidth=96 2x","<p><strong>Nhóm h??ng:</strong> T??i mát</p><p><br></p><p><strong>Lo?i mùi h??ng:</strong> T??i mát</p><p><br></p><p><strong>H??ng chính:</strong> Cam Bergamot, Hoa vòi voi, S?a d?a</p><p><br></p><p><strong>Mô t? h??ng th?m:&nbsp;</strong>M?t lo?i n??c hoa t??i mát, dành cho c? nam và n?, n?i cam Bergamot và hoa ng?c lan tây r?ng r? hòa quy?n v?i s?a d?a béo ng?y và x? h??ng tr?ng d?u nh? g?i lên nh?ng ký ?c v? nh?ng ngày hè ph?n ch?n trên nh?ng bãi bi?n ??y cát.&nbsp;</p><p><br></p><p><strong>V? chai:&nbsp;</strong>Dây th?ng qu?n quanh chai n??c hoa REPLICA mang tính bi?u t??ng mang ??n b?u không khí c?a bi?n c? và bãi bi?n ?? ??a b?n ??n ?úng k? ngh?. N?p l?i (bán riêng) cho phép b?n n?p l?i chai 30ML 3 l?n và gi?m bao bì 32% ho?c n?p l?i chai 100ML 1 l?n và gi?m bao bì 15%. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p><br></p><p><strong>V? h??ng th?m:&nbsp;</strong>Hãy ??m mình trong nh?ng ký ?c v? nh?ng ngày hè r?c r? trên bãi bi?n: nh?ng tia n?ng ?m áp trên làn da và làn gió bi?n m?n mòi. Lo?i n??c hoa bãi bi?n này có h??ng th?m nh? nhàng và trong lành, là mùi h??ng hoàn h?o cho mùa hè. &nbsp;&nbsp;</p>",https://www.sephora.com/product/replica-beach-walk-P385358?skuId=1593144&amp;icid2=products grid:p385358:product
1601301,Dolce Eau de Parfum,Dolce&Gabbana,"$14,000 ",,2.5 oz / 75 mL eau de parfum spray,N?,"https://www.sephora.com/productimages/sku/s1601301-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s1601301-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/sku/s1601301-av-2-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s1601301-av-2-zoom.jpg?imwidth=96 2x","<b>Nhóm h??ng:</b> T??i mát<br><br><b>Lo?i mùi h??ng:</b> Hoa t??i mát<br><br><b>Ghi chú chính:</b> Hoa nhài Ý, Hoa nhài Sambac ?n ??, Hoa trinh n? ?n ??<br><br><b>Mô t? h??ng th?m:</b> Dolce Eau de Parfum c?a Dolce&Gabbana, m?t lo?i n??c hoa dành cho ph? n?, th? hi?n s? n? tính bi?t cách quy?n r? m?t cách tinh t?. Thành ph?n d?a trên s? g?p g? tuy?t v?i gi?a hoa nhài Ý, hoa nhài Sambac ?n ?? và hoa trinh n? ?n ??. <br><br><b>V? chai:</b> Thi?t k? thanh l?ch c?a Dolce&Gabbana Dolce Eau de Parfum, ???c trang trí b?ng m?t d?i ruy b?ng grosgrain ?en m?ng, g?i lên phong cách c?a nh?ng l? n??c hoa c? ?i?n, trong khi l?p th?y tinh trong su?t, n?ng n? v?i ???ng vi?n tròn ph?n ánh h??ng v? ???ng ??i. Chi?c m? th? công, gi?ng nh? nh?ng tác ph?m ?iêu kh?c b?ng h?nh nhân c?a các ??u b?p bánh ng?t ng??i Sicilia mà nó l?y c?m h?ng, tôn vinh truy?n th?ng c?a vùng ??t luôn là tr?ng tâm c?a Dolce&Gabbana.<br><br><b>V? mùi h??ng:</b> ??m mình trong nh?ng h??ng th?m c?a Dolce: m?t v? tr? hoa t??i mát, n? tính và t? do—s? cân b?ng hoàn h?o gi?a s? tinh t? và g?i c?m.",https://www.sephora.com/product/dolce-P385301?skuId=1601301&amp;icid2=products grid:p385301:product
1602259,"REPLICA' Jazz Club Eau de Toilette with Tobacco Leaf, Pink Pepper, and Rum ",Maison Margiela,"$16,500 ",,3.4 oz / 100 ml eau de toilette spray,N?,"https://www.sephora.com/productimages/sku/s1602259-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s1602259-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p385350-av-03-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p385350-av-03-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p385350-av-16-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p385350-av-16-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p385350-av-18-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p385350-av-18-zoom.jpg?imwidth=96 2x","<p><strong>Nhóm h??ng:</strong> ?m áp & cay n?ng</p><p><br></p><p><strong>Lo?i mùi h??ng:</strong> H??ng gia v? g?</p><p><br></p><p><strong>Ghi chú chính:</strong> H?t tiêu h?ng, Tinh d?u r??u Rum, Tinh d?u lá thu?c lá</p><p><br></p><p><strong>Mô t? mùi h??ng:</strong> M?t lo?i n??c hoa unisex, khói và cay n?ng, n?i h?t tiêu h?ng r?c r?, r??u Rum ?m áp và lá thu?c lá g? hòa quy?n t?o nên m?t lo?i cocktail h??ng th?m g?i c?m và tinh t?.</p><p><br></p><p><strong>V? chai ??ng:</strong> L?y c?m h?ng t? v? ngoài c?a nh?ng chi?c l? ??ng thu?c c? ?i?n, chai n??c hoa sang tr?ng này có nhãn b?ng v?i cotton v?i dòng ch? m?c ?en và m?t vòi b?m ??c ?áo ???c qu?n b?ng dây th?ng nh? m?t s? tôn vinh dành cho dòng s?n ph?m th?i trang cao c?p ban ??u. H??ng khói bên trong ???c ph?n ánh qua b?c ?nh Polaroid ???c in trên h?p gi?y bên ngoài.</p><p><br></p><p><strong>V? h??ng th?m:&nbsp;</strong>L?y c?m h?ng t? mùi h??ng thoang tho?ng kh?p m?t câu l?c b? nh?c jazz ? Brooklyn, lo?i n??c hoa g? n?ng nàn này tràn ng?p h??ng th?m c?a nh?ng h?p xì gà ?ã m?, nh?ng chi?c gh? ??u da c? và r??u lâu n?m h?o h?ng. Nh?ng n?t h??ng ?m áp khi?n ?ây tr? thành lo?i n??c hoa lý t??ng cho mùa thu ho?c mùa ?ông và là lo?i n??c hoa tuy?t v?i cho ?êm h?n hò.</p>",https://www.sephora.com/product/replica-jazz-club-P385350?skuId=1602259&amp;icid2=products grid:p385350:product
1605385,Bright Crystal Absolu Eau de Parfum,Versace,"$13,000 ",,3 oz/ 90 mL,N?,"https://www.sephora.com/productimages/sku/s1605385-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s1605385-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p385465-av-1-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p385465-av-1-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p385465-av-3-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p385465-av-3-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p385465-av-2-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p385465-av-2-zoom.jpg?imwidth=96 2x","<b>H? h??ng:</b> Hoa <br> <br><b>Lo?i mùi h??ng:</b> Hoa trái cây <br> <br><b>Ghi chú chính:</b> Yuzu Lemon, Raspberry, Amber <br> <br><b>Mô t? h??ng th?m:</b> Versace gi?i thi?u Bright Crystal Absolu, phiên b?n n?ng nàn c?a m?t trong nh?ng lo?i n??c hoa trang s?c ???c yêu thích nh?t trên th? gi?i. S? s?ng ??ng tuy?t v?i c?a yuzu ngay l?p t?c n?i b?t gi?a nh?ng h?t l?u ??y màu s?c và m?ng n??c t?o nên s? t??i mát khác th??ng, tinh khi?t và t? nhiên. H??ng gi?a ???c làm giàu v?i h??ng mâm xôi h?p d?n và m?m m?i, ???c tô ?i?m b?ng s? thanh l?ch c?a hoa m?u ??n cùng v?i h??ng tinh t? c?a hoa m?c lan và hoa sen. H??ng cu?i g?i lên s? g?i c?m mãnh li?t và ??y ??n v?i h? phách th?c v?t quý giá, g? acajou sâu l?ng và x? h??ng r?c r? t??i sáng.",https://www.sephora.com/product/bright-crystal-absolu-P385465?skuId=1605385&amp;icid2=products grid:p385465:product
1632777,Velvet Orchid Eau de Parfum Fragrance,TOM FORD,"$16,000 ",,1.7 oz/ 50 mL,N?,"https://www.sephora.com/productimages/sku/s1632777-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s1632777-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p387250-av-10-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p387250-av-10-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p387250-av-05-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p387250-av-05-zoom.jpg?imwidth=96 2x","<b>Nhóm h??ng:</b> Hoa<br><br><b>Lo?i mùi h??ng:</b> Hoa ?m áp<br><br><b>Ghi chú chính:</b> M?t ong, H??ng hoa lan nhung, Vani<br><br><b>Mô t? mùi h??ng:</b> Lo?i n??c hoa này ???c bao ph? b?i s? t??i mát l?p lánh, m?t ong, r??u rum và m?t t?m màn hoa ?n t??ng, và nó t?n t?i trong th? gi?i bí ?n quy?n r? c?a Black Orchid, ??ng th?i t?a ra b?n ch?t c?c k? n? tính c?a riêng nó.<br><br><b>V? chai:</b> N??c hoa Velvet Orchid Eau de Parfum ???c ?óng gói trong m?t l? th?y tinh màu tím ng?c trai ??m v?i m?t t?m b?ng màu vàng. <br><br><b>V? mùi h??ng:</b> ""Cho ??n ngày nay, nhung v?n là lo?i v?i yêu thích c?a tôi. Ng??i ph? n? m?c lo?i n??c hoa này không ph?i là m?t bông hoa d?i. Cô ?y là m?t bông hoa thành th?, cô ?y là m?t bông hoa nhà kính, cô ?y là m?t bông hoa lan."" —Tom Ford",https://www.sephora.com/product/velvet-orchid-P387250?skuId=1632777&amp;icid2=products grid:p387250:product
1688852,Black Opium Eau de Parfum,Yves Saint Laurent,"$16,000 ",,3 oz/ 90 mL,N?,"https://www.sephora.com/productimages/sku/s1688852-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s1688852-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/sku/s2619054-av-01-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s2619054-av-01-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2619054-av-02-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s2619054-av-02-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p394534-av-15-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p394534-av-15-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p394534-av-11-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p394534-av-11-zoom.jpg?imwidth=96 2x","<b>Nhóm h??ng:</b> ?m áp &amp; Cay n?ng<br><br><b>Lo?i mùi h??ng:</b> ?m áp &amp; Ng?t ngào Gourmand<br><br><b>Ghi chú chính:</b> Cà phê ?en, Hoa tr?ng, Vani<br><br><b>Mô t? h??ng th?m:</b> ?ây là m?t lo?i n??c hoa dành cho ph? n? quy?n r? say ??m v?i h??ng ??u là cà phê giàu adrenaline và vani ng?t ngào, hòa quy?n vào s? m?m m?i c?a hoa tr?ng t?o nên mùi h??ng tr? trung, hi?n ??i.<br><br><b>V? mùi h??ng:</b> Lo?i n??c hoa dành cho ph? n? quy?n r? này ???c l?y c?m h?ng t? ng??i ph? n? táo b?o và cá tính. Nó ???c ti?p thêm s?c m?nh b?i mùi h??ng n?ng nàn c?a cà phê và quy?n r? các giác quan v?i h??ng vani ng?t ngào và h??ng hoa bùng n? ? trung tâm c?a h??ng th?m.",https://www.sephora.com/product/black-opium-P394534?skuId=1688852&amp;icid2=products grid:p394534:product
1696921,Eros Pour Femme Eau de Parfum,Versace,"$13,000 ",,3.4 oz/ 100 mL,N?,"https://www.sephora.com/productimages/sku/s1696921-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s1696921-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p395212-av-2-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p395212-av-2-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p395212-av-01-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p395212-av-01-zoom.jpg?imwidth=96 2x","<b>H? h??ng:</b> Hoa <br> <br><b>Lo?i mùi h??ng:</b> Hoa c? ?i?n <br> <br><b>Ghi chú chính:</b> Cam Bergamot Calabria, Hoa nhài, G? ?àn h??ng <br> <br><b>Mô t? h??ng th?m:</b> S?c m?nh nguyên th?y c?a ng??i ph? n? ???c l?u gi? trong tinh ch?t r?ng r?, g?i c?m này. S? h?p d?n, ham mu?n và ?am mê ?an xen trong s? k?t h?p gi? kim c?a nh?ng n?t h??ng quy?n r?, t??i sáng và n? tính. M?t s? k?t h?p tinh t? c?a chanh và hoa nhài ???c tôn vinh b?i nh?ng lo?i g? g?i c?m và êm d?u ?? t?o nên h??ng th?m m?nh m?, cá tính và quy?n r?. <br> <br>""Eros Pour Femme là s? k?t h?p hoàn h?o gi?a s?c m?nh và s? quy?n r? t? Versace, t? h??ng th?m quy?n r? ??n s? thanh l?ch c?a chai ??ng và chi?n d?ch tuy?t ??p c?a Mert Alas và Marcus Piggott v?i s? tham gia c?a Lara Stone.""—Donatella Versace, Nhà thi?t k? chính c?a Versace <br> <br><b>V? chai ??ng:</b> Chai ??ng ???c ch? tác theo các mã th?n tho?i c?a DNA Versace. Bi?u t??ng Medusa b?ng vàng và thi?t k? chìa khóa Hy L?p ???c kh?c trên mép chai, th? hi?n s? uy nghiêm c?a chúng.",https://www.sephora.com/product/eros-pour-femme-eau-de-parfum-P395212?skuId=1696921&amp;icid2=products grid:p395212:product
1698299,Black Opium Travel Spray,Yves Saint Laurent,"$3,500 ",,0.33 oz/ 10 mL eau de parfum spray,N?,"https://www.sephora.com/productimages/sku/s1698299-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s1698299-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p396446-av-10-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p396446-av-10-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p396446-av-12-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p396446-av-12-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p396446-av-11-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p396446-av-11-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p396446-av-8-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p396446-av-8-zoom.jpg?imwidth=96 2x","Black Opium là lo?i n??c hoa n? gây nghi?n cao c?a Yves Saint Laurent. H?p d?n và say ??m m?t cách quy?n r?, h??ng ??u c?a cà phê giàu adrenaline và s? g?i c?m ng?t ngào c?a vani hòa quy?n vào s? m?m m?i c?a hoa tr?ng ?? t?o nên m?t cách di?n gi?i hi?n ??i, tr? trung và s?ng ??ng v? s? nghi?n ng?p. Hãy l?y li?u c?a b?n. <br> <br><b>Ghi chú:</b> <br>H??ng cà phê, Hoa cam, Tinh ch?t g? tuy?t tùng, Tinh ch?t ho?c h??ng. <br><b>Phong cách:</b> <br>Gây nghi?n. Hoa. N?ng ??ng.",https://www.sephora.com/product/black-opium-travel-spray-P396446?skuId=1698299&amp;icid2=products grid:p396446:product
1703321,Not A Perfume,Juliette Has a Gun,"$15,000 ",,3.3 oz/ 100 mL,N?,"https://www.sephora.com/productimages/sku/s1703321-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s1703321-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p395313-av-7-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p395313-av-7-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p395313-av-04-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p395313-av-04-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p395313-av-05-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p395313-av-05-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p395313-av-02-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p395313-av-02-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s1703321-av-01-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s1703321-av-01-zoom.jpg?imwidth=96 2x","<p><strong>Nhóm h??ng:</strong> ?m áp &amp; Cay n?ng</p><p><br></p><p><strong>Lo?i mùi h??ng:</strong> ?m áp &amp; Trong su?t</p><p><br></p><p><strong>Ghi chú chính:</strong> Cetalox (H??ng h? phách t?ng h?p)</p><p><br></p><p><strong>Mô t? mùi h??ng:</strong> Not a Perfume là m?t lo?i n??c hoa ??c ?áo ???c ch? tác t? m?t thành ph?n duy nh?t, Cetalox. Thành ph?n này ???c bi?t ??n v?i mùi h??ng trong su?t và tinh khi?t. Lo?i n??c hoa này không gây d? ?ng và hoàn h?o cho nh?ng ai ?ang tìm ki?m h??ng x? h??ng da tuy?t ??nh, tinh t? nh?ng v?n tinh t?. &nbsp; &nbsp;</p><p><strong>&nbsp;</strong></p><p><strong>V? chai:&nbsp;</strong>Chai là s? m? r?ng c?a tri?t lý t?i gi?n c?a lo?i n??c hoa này. Ki?u dáng thanh l?ch, v?i nh?ng ???ng nét g?n gàng mang ??n v? ngoài và c?m giác thanh l?ch nh?ng gi?n d?. S? ??n gi?n c?a chai ???c ch? tác v?i s? chú ý ??n t?ng chi ti?t, ??m b?o r?ng nó mang l?i c?m giác sang tr?ng và ch?t l??ng cao. &nbsp; &nbsp;</p><p><br></p><p><strong>V? h??ng th?m: </strong>Thách th?c các quy ??c c?a n??c hoa truy?n th?ng b?ng cách t?o ra m?t lo?i n??c hoa có thành ph?n phân t? ??n l?. M?t lo?i n??c hoa không ch?a ch?t gây d? ?ng, t?p trung vào tr?i nghi?m kh?u giác và ??t ???c mùi h??ng s?ch s? và ??c ?áo có th? ???c s? d?ng nhi?u l?p và ???c b?t k? ai s? d?ng. </p>",https://www.sephora.com/product/not-perfume-P395313?skuId=1703321&amp;icid2=products grid:p395313:product
1712918,Bright Crystal Ovetto Mini Spray,Versace,"$3,300 ",,0.34 oz/ 10 mL,N?,"https://www.sephora.com/productimages/sku/s1712918-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s1712918-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p399835-av-1-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p399835-av-1-zoom.jpg?imwidth=96 2x","<b>Nhóm h??ng:</b> T??i mát <br> <br><b>Lo?i mùi h??ng:</b> Hoa t??i mát <br> <br><b>H??ng chính:</b> Qu? Yuzu Chanh, Hoa m?u ??n, X? h??ng <br> <br><b>Mô t? mùi h??ng:</b> L?y c?m h?ng t? s? k?t h?p gi?a các lo?i n??c hoa yêu thích c?a Donatella Versace, Bright Crystal là s? pha tr?n t??i mát, g?i c?m c?a h??ng yuzu mát l?nh và l?u hòa quy?n v?i h??ng hoa m?u ??n, m?c lan và hoa sen d?u nh?, ?m áp v?i h??ng x? h??ng và h? phách.",https://www.sephora.com/product/bright-crystal-purse-spray-P399835?skuId=1712918&amp;icid2=products grid:p399835:product
1731918,Bamboo Eau de Parfum,Gucci,"$9,300 ",,1 oz,N?,"https://www.sephora.com/productimages/sku/s1731918-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s1731918-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p398432-av-04-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p398432-av-04-zoom.jpg?imwidth=96 2x","<p><strong class=""ql-size-normal"">Nhóm h??ng:</strong><span class=""ql-size-normal""> H??ng hoa</span></p><p><br></p><p><strong class=""ql-size-normal"">Lo?i mùi h??ng:</strong><span class=""ql-size-normal""> H??ng hoa ?m áp</span></p><p><br></p><p><strong class=""ql-size-normal"">H??ng chính:</strong><span class=""ql-size-normal""> Cam Bergamot Ý, Hoa hu? Casablanca, G? ?àn h??ng</span></p><p><br></p><p><strong class=""ql-size-normal"">Mô t? mùi h??ng:</strong><span class=""ql-size-normal"">Là m?t lo?i n??c hoa h??ng g? và h??ng hoa, Gucci Bamboo Eau de Parfum v?a nh? nhàng v?a n?ng nàn, n? r? v?i h??ng hoa hu? Casablanca k? l? và Vani Tahiti. G? ?àn h??ng và H? phách xám cân b?ng s? n? tính c?a h??ng th?m v?i s? t??ng ph?n c?a g? c?ng h??ng. </span></p><p><br></p><p><strong class=""ql-size-normal"">V? Chai N??c Hoa:</strong><span class=""ql-size-normal""> B?c ?nh ch?p chai n??c hoa ph?n ánh s?c thái và ngu?n c?m h?ng c?a mùi h??ng, m?t khung hình ??p m?t v?i tông màu tr?m có hình lá tre và chai n??c hoa ???c ??t trên m?t chi?c bàn tre c? ?i?n. </span></p><p><br></p><p><strong class=""ql-size-normal"">V? Mùi H??ng:</strong><span class=""ql-size-normal""> <span class=""ql-cursor"">?</span>Thành ph?n c?a n??c hoa là m?t tuyên b? v? ng??i ph? n? mà nó dành cho: m?nh m?, duyên dáng và n? tính. </span></p>",https://www.sephora.com/product/bamboo-eau-de-parfum-P398432?skuId=1731918&amp;icid2=products grid:p398432:product
